"PersonId","TaskType","credits"
"PID1020","General assistance",39.1
"PID1020","Specialised workflow",27.1
"PID1021","Write or debug code",33.2
"PID1021","Meeting workflow",124.9
"PID1021","Email workflow",132.7
"PID1021","Communication workflow",118.1
"PID1021","Document and comment",151.3
"PID1021","Analysis and research",74.7
"PID1021","General assistance",57.7
"PID1021","Specialised workflow",24.5
"PID1022","Write or debug code",1262.1
"PID1022","Meeting workflow",360.4
"PID1022","Email workflow",408.5
"PID1022","Communication workflow",377.6
"PID1022","Document and comment",315.7
"PID1022","Analysis and research",441.9
"PID1022","General assistance",253.5
"PID1022","Specialised workflow",254.8
"PID1023","Write or debug code",172.3
"PID1023","Meeting workflow",421.1
"PID1023","Email workflow",1160.3
"PID1023","Communication workflow",641.1
"PID1023","Document and comment",1095.4
"PID1023","Analysis and research",620.5
"PID1023","General assistance",267.2
"PID1023","Specialised workflow",109.3
"PID1024","Write or debug code",1.3
"PID1024","Meeting workflow",4.1
"PID1024","Email workflow",9.9
"PID1024","Communication workflow",7.2
"PID1024","Document and comment",4.7
"PID1024","Analysis and research",4.3
"PID1024","General assistance",6.2
"PID1024","Specialised workflow",2.3
"PID1025","Write or debug code",17.8
"PID1025","Meeting workflow",123.1
"PID1025","Email workflow",188
"PID1025","Communication workflow",80.5
"PID1025","Document and comment",80.8
"PID1025","Analysis and research",52.8
"PID1025","General assistance",41.1
"PID1025","Specialised workflow",12.2
"PID1026","Write or debug code",13.1
"PID1026","Meeting workflow",44.4
"PID1026","Email workflow",50.6
"PID1026","Communication workflow",64
"PID1026","Document and comment",88.6
"PID1026","Analysis and research",40.9
"PID1026","General assistance",22.6
"PID1026","Specialised workflow",13
"PID1027","Write or debug code",75.4
"PID1027","Meeting workflow",220.4
"PID1027","Email workflow",275.1
"PID1027","Communication workflow",379.9
"PID1027","Document and comment",399.4
"PID1027","Analysis and research",214.8
"PID1027","General assistance",130.9
"PID1027","Specialised workflow",63.5
"PID1028","Write or debug code",3.4
"PID1028","Meeting workflow",8.2
"PID1028","Email workflow",11.5
"PID1028","Communication workflow",8.4
"PID1028","Document and comment",6
"PID1028","Analysis and research",6.5
"PID1028","General assistance",4.9
"PID1028","Specialised workflow",2.4
"PID1029","Write or debug code",23.8
"PID1029","Meeting workflow",48.1
"PID1029","Email workflow",62.7
"PID1029","Communication workflow",82.4
"PID1029","Document and comment",122.9
"PID1029","Analysis and research",102.4
"PID1029","General assistance",44.6
"PID1029","Specialised workflow",17.7
"PID1030","Write or debug code",0
"PID1030","Meeting workflow",0
"PID1030","Email workflow",0
"PID1030","Communication workflow",0
"PID1030","Document and comment",0
"PID1030","Analysis and research",0
"PID1030","General assistance",0
"PID1030","Specialised workflow",0
"PID1031","Write or debug code",83.6
"PID1031","Meeting workflow",28.1
"PID1031","Email workflow",35.8
"PID1031","Communication workflow",18.4
"PID1031","Document and comment",20.4
"PID1031","Analysis and research",27.3
"PID1031","General assistance",17.6
"PID1031","Specialised workflow",21.9
"PID1032","Write or debug code",6.8
"PID1032","Meeting workflow",18.7
"PID1032","Email workflow",21.8
"PID1032","Communication workflow",14.8
"PID1032","Document and comment",15.2
"PID1032","Analysis and research",15
"PID1032","General assistance",6.4
"PID1032","Specialised workflow",3.6
"PID1033","Write or debug code",71.3
"PID1033","Meeting workflow",18.3
"PID1033","Email workflow",14.9
"PID1033","Communication workflow",15.2
"PID1033","Document and comment",17.6
"PID1033","Analysis and research",23.8
"PID1033","General assistance",9.1
"PID1033","Specialised workflow",13.6
"PID1034","Write or debug code",2.9
"PID1034","Meeting workflow",14.2
"PID1034","Email workflow",19.6
"PID1034","Communication workflow",12.4
"PID1034","Document and comment",8.9
"PID1034","Analysis and research",8.3
"PID1034","General assistance",6.5
"PID1034","Specialised workflow",2.2
"PID1035","Write or debug code",15.9
"PID1035","Meeting workflow",113
"PID1035","Email workflow",129
"PID1035","Communication workflow",89.9
"PID1035","Document and comment",56.7
"PID1035","Analysis and research",61.3
"PID1035","General assistance",42
"PID1035","Specialised workflow",20.7
"PID1036","Write or debug code",6.2
"PID1036","Meeting workflow",17.1
"PID1036","Email workflow",23.8
"PID1036","Communication workflow",16
"PID1036","Document and comment",35
"PID1036","Analysis and research",32
"PID1036","General assistance",11
"PID1036","Specialised workflow",9.9
"PID1037","Write or debug code",0.3
"PID1037","Meeting workflow",0.9
"PID1037","Email workflow",1.6
"PID1037","Communication workflow",0.7
"PID1037","Document and comment",1.3
"PID1037","Analysis and research",1.5
"PID1037","General assistance",0.7
"PID1037","Specialised workflow",0.4
"PID1038","Write or debug code",192.4
"PID1038","Meeting workflow",37
"PID1038","Email workflow",67.9
"PID1038","Communication workflow",45.5
"PID1038","Document and comment",33.7
"PID1038","Analysis and research",53.8
"PID1038","General assistance",23.4
"PID1038","Specialised workflow",28
"PID1039","Write or debug code",2.2
"PID1039","Meeting workflow",13.8
"PID1039","Email workflow",16.5
"PID1039","Communication workflow",9.8
"PID1039","Document and comment",9.7
"PID1039","Analysis and research",4.6
"PID1039","General assistance",6.5
"PID1039","Specialised workflow",1.8
"PID1040","Write or debug code",19.4
"PID1040","Meeting workflow",61.9
"PID1040","Email workflow",71
"PID1040","Communication workflow",43.2
"PID1040","Document and comment",46.1
"PID1040","Analysis and research",30.6
"PID1040","General assistance",31.5
"PID1040","Specialised workflow",11.5
"PID1041","Write or debug code",233.4
"PID1041","Meeting workflow",33.5
"PID1041","Email workflow",35.2
"PID1041","Communication workflow",41.3
"PID1041","Document and comment",33.1
"PID1041","Analysis and research",34.2
"PID1041","General assistance",17.9
"PID1041","Specialised workflow",22.7
"PID1042","Write or debug code",403.3
"PID1042","Meeting workflow",95.2
"PID1042","Email workflow",124.7
"PID1042","Communication workflow",75.8
"PID1042","Document and comment",91.5
"PID1042","Analysis and research",101.2
"PID1042","General assistance",60.8
"PID1042","Specialised workflow",76.1
"PID1043","Write or debug code",4.1
"PID1043","Meeting workflow",18.1
"PID1043","Email workflow",22.9
"PID1043","Communication workflow",7
"PID1043","Document and comment",44.4
"PID1043","Analysis and research",21.5
"PID1043","General assistance",5.9
"PID1043","Specialised workflow",7
"PID1044","Write or debug code",21.1
"PID1044","Meeting workflow",157.9
"PID1044","Email workflow",154.6
"PID1044","Communication workflow",112
"PID1044","Document and comment",55
"PID1044","Analysis and research",54.6
"PID1044","General assistance",52.8
"PID1044","Specialised workflow",18.2
"PID1045","Write or debug code",2.2
"PID1045","Meeting workflow",14.1
"PID1045","Email workflow",20.5
"PID1045","Communication workflow",9
"PID1045","Document and comment",8.1
"PID1045","Analysis and research",7.8
"PID1045","General assistance",4.7
"PID1045","Specialised workflow",2.9
"PID1046","Write or debug code",0.4
"PID1046","Meeting workflow",2.6
"PID1046","Email workflow",3.4
"PID1046","Communication workflow",1.5
"PID1046","Document and comment",1.5
"PID1046","Analysis and research",0.8
"PID1046","General assistance",0.8
"PID1046","Specialised workflow",0.4
"PID1047","Write or debug code",8.7
"PID1047","Meeting workflow",23.7
"PID1047","Email workflow",48.1
"PID1047","Communication workflow",40.5
"PID1047","Document and comment",22.1
"PID1047","Analysis and research",18.5
"PID1047","General assistance",25.2
"PID1047","Specialised workflow",10.8
"PID1048","Write or debug code",11.6
"PID1048","Meeting workflow",30.9
"PID1048","Email workflow",52
"PID1048","Communication workflow",95.8
"PID1048","Document and comment",40.8
"PID1048","Analysis and research",25.8
"PID1048","General assistance",41.4
"PID1048","Specialised workflow",17.5
"PID1049","Write or debug code",14.8
"PID1049","Meeting workflow",31
"PID1049","Email workflow",54.1
"PID1049","Communication workflow",27.3
"PID1049","Document and comment",64.9
"PID1049","Analysis and research",48.6
"PID1049","General assistance",17.4
"PID1049","Specialised workflow",12.5
"PID1050","Write or debug code",61.8
"PID1050","Meeting workflow",17.3
"PID1050","Email workflow",14
"PID1050","Communication workflow",8.8
"PID1050","Document and comment",15.3
"PID1050","Analysis and research",13.5
"PID1050","General assistance",10.9
"PID1050","Specialised workflow",8.6
"PID1051","Write or debug code",7
"PID1051","Meeting workflow",41.4
"PID1051","Email workflow",62.7
"PID1051","Communication workflow",29.4
"PID1051","Document and comment",14.7
"PID1051","Analysis and research",19.1
"PID1051","General assistance",10.6
"PID1051","Specialised workflow",7.4
"PID1052","Write or debug code",115.1
"PID1052","Meeting workflow",21.4
"PID1052","Email workflow",35.7
"PID1052","Communication workflow",31
"PID1052","Document and comment",31.1
"PID1052","Analysis and research",38.5
"PID1052","General assistance",11.6
"PID1052","Specialised workflow",13.8
"PID1053","Write or debug code",8.3
"PID1053","Meeting workflow",29.8
"PID1053","Email workflow",48.3
"PID1053","Communication workflow",50.5
"PID1053","Document and comment",74.2
"PID1053","Analysis and research",36
"PID1053","General assistance",18.9
"PID1053","Specialised workflow",10.7
"PID1054","Write or debug code",62.9
"PID1054","Meeting workflow",175
"PID1054","Email workflow",139.1
"PID1054","Communication workflow",57.5
"PID1054","Document and comment",93.6
"PID1054","Analysis and research",86.4
"PID1054","General assistance",61.4
"PID1054","Specialised workflow",17.2
"PID1055","Write or debug code",225.3
"PID1055","Meeting workflow",41.1
"PID1055","Email workflow",50.7
"PID1055","Communication workflow",61.1
"PID1055","Document and comment",55.2
"PID1055","Analysis and research",89.3
"PID1055","General assistance",29.5
"PID1055","Specialised workflow",62
"PID1056","Write or debug code",10.3
"PID1056","Meeting workflow",1.7
"PID1056","Email workflow",2
"PID1056","Communication workflow",2.4
"PID1056","Document and comment",1.4
"PID1056","Analysis and research",2.8
"PID1056","General assistance",1.1
"PID1056","Specialised workflow",1.2
"PID1057","Write or debug code",20.1
"PID1057","Meeting workflow",4
"PID1057","Email workflow",4.3
"PID1057","Communication workflow",2.5
"PID1057","Document and comment",3.1
"PID1057","Analysis and research",4.1
"PID1057","General assistance",3.2
"PID1057","Specialised workflow",2.9
"PID1058","Write or debug code",0
"PID1058","Meeting workflow",0
"PID1058","Email workflow",0
"PID1058","Communication workflow",0
"PID1058","Document and comment",0
"PID1058","Analysis and research",0
"PID1058","General assistance",0
"PID1058","Specialised workflow",0
"PID1059","Write or debug code",21.4
"PID1059","Meeting workflow",5
"PID1059","Email workflow",4.5
"PID1059","Communication workflow",4.1
"PID1059","Document and comment",3.7
"PID1059","Analysis and research",4.6
"PID1059","General assistance",2.7
"PID1059","Specialised workflow",4
"PID1060","Write or debug code",12.7
"PID1060","Meeting workflow",37.4
"PID1060","Email workflow",39.9
"PID1060","Communication workflow",22.8
"PID1060","Document and comment",32.4
"PID1060","Analysis and research",25.3
"PID1060","General assistance",15.9
"PID1060","Specialised workflow",5.3
"PID1061","Write or debug code",93.3
"PID1061","Meeting workflow",21.3
"PID1061","Email workflow",24.2
"PID1061","Communication workflow",16.1
"PID1061","Document and comment",15.4
"PID1061","Analysis and research",30.1
"PID1061","General assistance",13.8
"PID1061","Specialised workflow",21
"PID1062","Write or debug code",209.5
"PID1062","Meeting workflow",38.6
"PID1062","Email workflow",34.2
"PID1062","Communication workflow",32.1
"PID1062","Document and comment",47.5
"PID1062","Analysis and research",40
"PID1062","General assistance",47.2
"PID1062","Specialised workflow",28.8
"PID1063","Write or debug code",10
"PID1063","Meeting workflow",1.6
"PID1063","Email workflow",1.8
"PID1063","Communication workflow",1.4
"PID1063","Document and comment",1.7
"PID1063","Analysis and research",2.2
"PID1063","General assistance",0.7
"PID1063","Specialised workflow",1
"PID1064","Write or debug code",39.3
"PID1064","Meeting workflow",124
"PID1064","Email workflow",220.9
"PID1064","Communication workflow",206.2
"PID1064","Document and comment",223
"PID1064","Analysis and research",153.3
"PID1064","General assistance",74
"PID1064","Specialised workflow",37.7
"PID1065","Write or debug code",0
"PID1065","Meeting workflow",0
"PID1065","Email workflow",0
"PID1065","Communication workflow",0
"PID1065","Document and comment",0
"PID1065","Analysis and research",0
"PID1065","General assistance",0
"PID1065","Specialised workflow",0
"PID1066","Write or debug code",8.5
"PID1066","Meeting workflow",22.6
"PID1066","Email workflow",38.4
"PID1066","Communication workflow",17.4
"PID1066","Document and comment",41
"PID1066","Analysis and research",67.8
"PID1066","General assistance",15.4
"PID1066","Specialised workflow",9.6
"PID1067","Write or debug code",6.5
"PID1067","Meeting workflow",20.7
"PID1067","Email workflow",23
"PID1067","Communication workflow",26.4
"PID1067","Document and comment",33.9
"PID1067","Analysis and research",23.1
"PID1067","General assistance",13.1
"PID1067","Specialised workflow",5.5
"PID1068","Write or debug code",270.5
"PID1068","Meeting workflow",37.3
"PID1068","Email workflow",46.5
"PID1068","Communication workflow",37.9
"PID1068","Document and comment",63.4
"PID1068","Analysis and research",70.6
"PID1068","General assistance",22.5
"PID1068","Specialised workflow",29.7
"PID1069","Write or debug code",13
"PID1069","Meeting workflow",56.6
"PID1069","Email workflow",55
"PID1069","Communication workflow",50.1
"PID1069","Document and comment",46.4
